seq,outcome,csvNo,modelName,storeName,currentStockType,orderStatus,stockId,flowCode,reason,recordedAt
471,SUCCESS,,FN29-1십자가,칸,,NORMAL,2593,836995867530110055,,2026-04-28T16:02:45.469520200Z
472,SUCCESS,,G042R,칸,,NORMAL,2594,836995867609804168,,2026-04-28T16:02:45.491972300Z
473,SUCCESS,,G042N,칸,,NORMAL,2595,836995867702076461,,2026-04-28T16:02:45.514018900Z
474,SUCCESS,,R3E,칸,,NORMAL,2596,836995867798545102,,2026-04-28T16:02:45.535019Z
475,SUCCESS,,R3P,칸,,NORMAL,2597,836995867886625129,,2026-04-28T16:02:45.558530900Z
476,SUCCESS,,R3메인링만,칸,,NORMAL,2598,836995867983093923,,2026-04-28T16:02:45.577531Z
477,SUCCESS,,RC1113R,칸,,NORMAL,2599,836995868062787948,,2026-04-28T16:02:45.597531100Z
478,SUCCESS,,RC1113N,칸,,NORMAL,2600,836995868146671876,,2026-04-28T16:02:45.616531100Z
479,SUCCESS,,RC1113E,칸,,NORMAL,2601,836995868226365301,,2026-04-28T16:02:45.636531100Z
480,SUCCESS,,GL089B,칸,,NORMAL,2602,836995868310252455,,2026-04-28T16:02:45.655536600Z
481,SUCCESS,,PP250E,칸,,NORMAL,2603,836995868394135591,,2026-04-28T16:02:45.676537300Z
482,SUCCESS,,SM096P,칸,,NORMAL,2604,836995868478024679,,2026-04-28T16:02:45.696536600Z
483,SUCCESS,,T7599E,칸,,NORMAL,2605,836995868561910278,,2026-04-28T16:02:45.716536600Z
484,SUCCESS,,CK3411E,칸,,NORMAL,2606,836995868645796077,,2026-04-28T16:02:45.737186300Z
485,SUCCESS,,YF0263E,칸,,NORMAL,2607,836995868733877123,,2026-04-28T16:02:45.757852400Z
486,SUCCESS,,GK154E,칸,,NORMAL,2608,836995868817762535,,2026-04-28T16:02:45.778852400Z
487,SUCCESS,,CK3319E원터치,칸,,NORMAL,2609,836995868905841081,,2026-04-28T16:02:45.798852400Z
488,SUCCESS,,MK057B,칸,,NORMAL,2610,836995868989726959,,2026-04-28T16:02:45.820852500Z
489,SUCCESS,,MK057N,칸,,NORMAL,2611,836995869082005385,,2026-04-28T16:02:45.840852400Z
490,SUCCESS,,MC1340B,칸,,NORMAL,2612,836995869165888370,,2026-04-28T16:02:45.860570100Z
491,SUCCESS,,MC1340E,칸,,NORMAL,2613,836995869249774807,,2026-04-28T16:02:45.879570200Z
492,SUCCESS,,MC1340N,칸,,NORMAL,2614,836995869333662862,,2026-04-28T16:02:45.900577800Z
493,SUCCESS,,MC1340R,칸,,NORMAL,2615,836995869417548318,,2026-04-28T16:02:45.921577700Z
494,SUCCESS,,FSN107,칸,,NORMAL,2616,836995869505629317,,2026-04-28T16:02:45.941577600Z
495,SUCCESS,,라S0383L,칸,,NORMAL,2617,836995869589512742,,2026-04-28T16:02:45.961577800Z
496,SUCCESS,,라S0383S,칸,,NORMAL,2618,836995869673400178,,2026-04-28T16:02:45.981577700Z
497,SUCCESS,,GK195B,칸,,NORMAL,2619,836995869757287163,,2026-04-28T16:02:46.001578300Z
498,SUCCESS,,PP426-1L,칸,,NORMAL,2620,836995869841173452,,2026-04-28T16:02:46.021577800Z
499,SUCCESS,,PP426-1L,칸,,NORMAL,2621,836995869925059908,,2026-04-28T16:02:46.040578Z
500,SUCCESS,,FSB267-2N줄(안메움),칸,,NORMAL,2622,836995870008945817,,2026-04-28T16:02:46.061577900Z
501,SUCCESS,,FN20,칸,,NORMAL,2623,836995876468174735,,2026-04-28T16:02:47.602016700Z
502,SUCCESS,,BG1602N,칸,,NORMAL,2624,836995876556252532,,2026-04-28T16:02:47.625129700Z
503,SUCCESS,,FN27-Q1줄N,칸,,NORMAL,2625,836995876656917437,,2026-04-28T16:02:47.645051Z
504,SUCCESS,,GK145N,칸,,NORMAL,2626,836995876736606535,,2026-04-28T16:02:47.667050600Z
505,SUCCESS,,FN15-공1줄N,칸,,NORMAL,2627,836995876828881688,,2026-04-28T16:02:47.687050100Z
506,SUCCESS,,T7561N,칸,,NORMAL,2628,836995876912770574,,2026-04-28T16:02:47.708050100Z
507,SUCCESS,,T7561N,칸,,NORMAL,2629,836995877000848619,,2026-04-28T16:02:47.729050200Z
508,SUCCESS,,T7529M-S,칸,,NORMAL,2630,836995877088928802,,2026-04-28T16:02:47.749579600Z
509,SUCCESS,,GO6107B,칸,,NORMAL,2631,836995877172817462,,2026-04-28T16:02:47.770579600Z
510,SUCCESS,,T7533N,칸,,NORMAL,2632,836995877260898090,,2026-04-28T16:02:47.790580400Z
511,SUCCESS,,FN19-1,칸,,NORMAL,2633,836995877348975702,,2026-04-28T16:02:47.810580900Z
512,SUCCESS,,T7533B,칸,,NORMAL,2634,836995877432863908,,2026-04-28T16:02:47.831580600Z
513,SUCCESS,,T7532R,칸,,NORMAL,2635,836995877520941426,,2026-04-28T16:02:47.852641200Z
514,SUCCESS,,CK3113R,칸,,NORMAL,2636,836995877604829052,,2026-04-28T16:02:47.873590700Z
515,SUCCESS,,FSGP1039B,칸,,NORMAL,2637,836995877692909325,,2026-04-28T16:02:47.898173100Z
516,SUCCESS,,KL31B-4,칸,,NORMAL,2638,836995877797765875,,2026-04-28T16:02:47.918681400Z
517,SUCCESS,,PP250M,칸,,NORMAL,2639,836995877881653075,,2026-04-28T16:02:47.940682900Z
518,SUCCESS,,CK3294E,칸,,NORMAL,2640,836995877973926358,,2026-04-28T16:02:47.961681200Z
519,SUCCESS,,CK3294N,칸,,NORMAL,2641,836995878062010360,,2026-04-28T16:02:47.982681800Z
520,SUCCESS,,CK3294R,칸,,NORMAL,2642,836995878150088809,,2026-04-28T16:02:48.006681800Z
521,SUCCESS,,CK3382N,칸,,NORMAL,2643,836995878254947422,,2026-04-28T16:02:48.027682700Z
522,SUCCESS,,CK3430N,칸,,NORMAL,2644,836995878343027270,,2026-04-28T16:02:48.049682300Z
523,SUCCESS,,MK1731B,칸,,NORMAL,2645,836995878431105892,,2026-04-28T16:02:48.071681700Z
524,SUCCESS,,MK1731E,칸,,NORMAL,2646,836995878523381861,,2026-04-28T16:02:48.093681600Z
525,SUCCESS,,MK1731R,칸,,NORMAL,2647,836995878615656153,,2026-04-28T16:02:48.113682100Z
526,SUCCESS,,CK3378-1B,칸,,NORMAL,2648,836995878703735532,,2026-04-28T16:02:48.135683Z
527,SUCCESS,,CK3346-1B,칸,,NORMAL,2649,836995878791816159,,2026-04-28T16:02:48.157681600Z
528,SUCCESS,,LP2249E,칸,,NORMAL,2650,836995878884093029,,2026-04-28T16:02:48.178681500Z
529,SUCCESS,,LP2249P,칸,,NORMAL,2651,836995878972172756,,2026-04-28T16:02:48.200681300Z
530,SUCCESS,,LP2249R,칸,,NORMAL,2652,836995879064447326,,2026-04-28T16:02:48.221681500Z
531,SUCCESS,,CK3411B,칸,,NORMAL,2653,836995879156720778,,2026-04-28T16:02:48.243681500Z
532,SUCCESS,,CK3411N,칸,,NORMAL,2654,836995879244802716,,2026-04-28T16:02:48.264682Z
533,SUCCESS,,CK3411R,칸,,NORMAL,2655,836995879332880529,,2026-04-28T16:02:48.285682100Z
534,SUCCESS,,K131R,칸,,NORMAL,2656,836995879425157698,,2026-04-28T16:02:48.306681600Z
535,SUCCESS,,T7532M,칸,,NORMAL,2657,836995879513237224,,2026-04-28T16:02:48.328680800Z
536,SUCCESS,,R3메인링만,칸,,NORMAL,2658,836995879601316534,,2026-04-28T16:02:48.350681700Z
537,SUCCESS,,DA340R,칸,,NORMAL,2659,836995879693593961,,2026-04-28T16:02:48.372682600Z
538,SUCCESS,,CK3394R,칸,,NORMAL,2660,836995879785867925,,2026-04-28T16:02:48.394682Z
539,SUCCESS,,LD1118S,칸,,NORMAL,2661,836995879878139908,,2026-04-28T16:02:48.415682100Z
540,SUCCESS,,LD1118L,칸,,NORMAL,2662,836995879970417934,,2026-04-28T16:02:48.437681600Z
541,SUCCESS,,PP299S,칸,,NORMAL,2663,836995880058494977,,2026-04-28T16:02:48.458681300Z
542,SUCCESS,,PP299L,칸,,NORMAL,2664,836995880146578490,,2026-04-28T16:02:48.480681900Z
543,SUCCESS,,PP319S,칸,,NORMAL,2665,836995880238851062,,2026-04-28T16:02:48.502681300Z
544,SUCCESS,,PP319L,칸,,NORMAL,2666,836995880331125153,,2026-04-28T16:02:48.525682100Z
545,SUCCESS,,LD1119S,칸,,NORMAL,2667,836995880427596616,,2026-04-28T16:02:48.547682Z
546,SUCCESS,,LD1119L,칸,,NORMAL,2668,836995880524066162,,2026-04-28T16:02:48.570681Z
547,SUCCESS,,AA106L,칸,,NORMAL,2669,836995880616340617,,2026-04-28T16:02:48.592682200Z
548,SUCCESS,,LD1114S,칸,,NORMAL,2670,836995880708614949,,2026-04-28T16:02:48.614682200Z
549,SUCCESS,,LD1114L,칸,,NORMAL,2671,836995880800886833,,2026-04-28T16:02:48.637681700Z
550,SUCCESS,,KB845S,칸,,NORMAL,2672,836995880897358078,,2026-04-28T16:02:48.659681100Z
551,SUCCESS,,KB845L,칸,,NORMAL,2673,836995888463881361,,2026-04-28T16:02:50.469988800Z
552,SUCCESS,,AA102L,칸,,NORMAL,2674,836995888581320816,,2026-04-28T16:02:50.492040800Z
553,SUCCESS,,AA102L,칸,,NORMAL,2675,836995888677793303,,2026-04-28T16:02:50.512988900Z
554,SUCCESS,,PP484S,칸,,NORMAL,2676,836995888765873982,,2026-04-28T16:02:50.535988500Z
555,SUCCESS,,PP484L,칸,,NORMAL,2677,836995888858145856,,2026-04-28T16:02:50.558989Z
556,SUCCESS,,DR106S,칸,,NORMAL,2678,836995888958811126,,2026-04-28T16:02:50.584988900Z
557,SUCCESS,,DR106L,칸,,NORMAL,2679,836995889067863203,,2026-04-28T16:02:50.608988500Z
558,SUCCESS,,BSG4L,칸,,NORMAL,2680,836995889164330690,,2026-04-28T16:02:50.633988600Z
559,SUCCESS,,FS796L,칸,,NORMAL,2681,836995889269190323,,2026-04-28T16:02:50.655988800Z
560,SUCCESS,,T7546SQ,칸,,NORMAL,2682,836995889361463044,,2026-04-28T16:02:50.677994200Z
561,SUCCESS,,T7546L,칸,,NORMAL,2683,836995889453738583,,2026-04-28T16:02:50.701994300Z
562,SUCCESS,,KC120S,칸,,NORMAL,2684,836995889554402627,,2026-04-28T16:02:50.723994100Z
563,SUCCESS,,KC120L,칸,,NORMAL,2685,836995889646675966,,2026-04-28T16:02:50.746054800Z
564,SUCCESS,,DR109L,칸,,NORMAL,2686,836995889743146926,,2026-04-28T16:02:50.770054900Z
565,SUCCESS,,DR109S,칸,,NORMAL,2687,836995889843808391,,2026-04-28T16:02:50.794055Z
566,SUCCESS,,JDK047R,칸,,NORMAL,2688,836995889944471666,,2026-04-28T16:02:50.818055100Z
567,SUCCESS,,LP2247R,칸,,NORMAL,2689,836995890045135997,,2026-04-28T16:02:50.841055200Z
568,SUCCESS,,CK3319P(대),칸,,NORMAL,2690,836995890141605749,,2026-04-28T16:02:50.864581600Z
569,SUCCESS,,MW183,칸,,NORMAL,2691,836995890238071016,,2026-04-28T16:02:50.886581600Z
570,SUCCESS,,R12,칸,,NORMAL,2692,836995890330346205,,2026-04-28T16:02:50.909095Z
571,SUCCESS,,R3보조링,칸,,NORMAL,2693,836995890426815087,,2026-04-28T16:02:50.931095500Z
572,SUCCESS,,MA1261R,칸,,NORMAL,2694,836995890523284825,,2026-04-28T16:02:50.955149500Z
573,SUCCESS,,K1241-DR,칸,,NORMAL,2695,836995890619755961,,2026-04-28T16:02:50.979149300Z
574,SUCCESS,,RC124S,칸,,NORMAL,2696,836995890720419443,,2026-04-28T16:02:51.002154Z
575,SUCCESS,,RC177S,칸,,NORMAL,2697,836995890816886665,,2026-04-28T16:02:51.025154100Z
576,SUCCESS,,RC177L,칸,,NORMAL,2698,836995890913354944,,2026-04-28T16:02:51.054154Z
577,SUCCESS,,AA102S,칸,,NORMAL,2699,836995891034991263,,2026-04-28T16:02:51.082154100Z
578,SUCCESS,,AA102L,칸,,NORMAL,2700,836995891152431503,,2026-04-28T16:02:51.104159Z
579,SUCCESS,,FSGP1004B,칸,,NORMAL,2701,836995891244704417,,2026-04-28T16:02:51.126159100Z
580,SUCCESS,,RC175S,칸,,NORMAL,2702,836995891336981014,,2026-04-28T16:02:51.149159Z
581,SUCCESS,,RC175L,칸,,NORMAL,2703,836995891433447583,,2026-04-28T16:02:51.172159200Z
582,SUCCESS,,PP426-1S,칸,,NORMAL,2704,836995891529920443,,2026-04-28T16:02:51.195164300Z
583,SUCCESS,,T7546S민,칸,,NORMAL,2705,836995891626386264,,2026-04-28T16:02:51.218164Z
584,SUCCESS,,KB844L,칸,,NORMAL,2706,836995891722855816,,2026-04-28T16:02:51.242164400Z
585,SUCCESS,,DR108S,칸,,NORMAL,2707,836995891823521615,,2026-04-28T16:02:51.265164Z
586,SUCCESS,,R10보조,칸,,NORMAL,2708,836995891924182268,,2026-04-28T16:02:51.289164100Z
587,SUCCESS,,T7599R,칸,,NORMAL,2709,836995892020652953,,2026-04-28T16:02:51.331867900Z
588,SUCCESS,,K85S쌍,칸,,NORMAL,2710,836995892196811769,,2026-04-28T16:02:51.354867900Z
589,SUCCESS,,K85L,칸,,NORMAL,2711,836995892293282347,,2026-04-28T16:02:51.377868Z
590,SUCCESS,,SK351,칸,,NORMAL,2712,836995892389750420,,2026-04-28T16:02:51.400868100Z
591,SUCCESS,,SK356,칸,,NORMAL,2713,836995892486220189,,2026-04-28T16:02:51.425868Z
592,SUCCESS,,SK350,칸,,NORMAL,2714,836995892591076654,,2026-04-28T16:02:51.448868Z
593,SUCCESS,,SM175R,칸,,NORMAL,2715,836995892687548358,,2026-04-28T16:02:51.472868100Z
594,SUCCESS,,DR107L,칸,,NORMAL,2716,836995892792402916,,2026-04-28T16:02:51.498867900Z
595,SUCCESS,,RC9121S,칸,,NORMAL,2717,836995892897260285,,2026-04-28T16:02:51.522254100Z
596,SUCCESS,,RC9121L,칸,,NORMAL,2718,836995893002118191,,2026-04-28T16:02:51.545254400Z
597,SUCCESS,,NC131,칸,,NORMAL,2719,836995893094391944,,2026-04-28T16:02:51.568254200Z
598,SUCCESS,,GK183R,칸,,NORMAL,2720,836995893195057403,,2026-04-28T16:02:51.591254100Z
599,SUCCESS,,NC187,칸,,NORMAL,2721,836995893291524140,,2026-04-28T16:02:51.617254100Z
600,SUCCESS,,DR110S,칸,,NORMAL,2722,836995893396383043,,2026-04-28T16:02:51.642254300Z
601,SUCCESS,,DR110L,칸,,NORMAL,2723,836995900568644570,,2026-04-28T16:02:53.358279800Z
602,SUCCESS,,DR009S,칸,,NORMAL,2724,836995900698667277,,2026-04-28T16:02:53.383319300Z
603,SUCCESS,,DR009L,칸,,NORMAL,2725,836995900803526623,,2026-04-28T16:02:53.410279600Z
604,SUCCESS,,RC365S,칸,,NORMAL,2726,836995900916771562,,2026-04-28T16:02:53.435279900Z
605,SUCCESS,,RC365L,칸,,NORMAL,2727,836995901021629073,,2026-04-28T16:02:53.459279700Z
606,SUCCESS,,RC365L,칸,,NORMAL,2728,836995901122292318,,2026-04-28T16:02:53.483279600Z
607,SUCCESS,,AG033S,칸,,NORMAL,2729,836995901222956720,,2026-04-28T16:02:53.508594300Z
608,SUCCESS,,AG033L,칸,,NORMAL,2730,836995901327814403,,2026-04-28T16:02:53.532341900Z
609,SUCCESS,,KD115S,칸,,NORMAL,2731,836995901428475087,,2026-04-28T16:02:53.555342Z
610,SUCCESS,,KD115L,칸,,NORMAL,2732,836995901524945911,,2026-04-28T16:02:53.579342500Z
611,SUCCESS,,MW192,칸,,NORMAL,2733,836995901625609906,,2026-04-28T16:02:53.602342200Z
612,SUCCESS,,신1524-1R,칸,,NORMAL,2734,836995901722076957,,2026-04-28T16:02:53.626343300Z
613,SUCCESS,,DA361L,칸,,NORMAL,2735,836995901826934497,,2026-04-28T16:02:53.651342200Z
614,SUCCESS,,RC365L,칸,,NORMAL,2736,836995901927597970,,2026-04-28T16:02:53.676342500Z
615,SUCCESS,,RC365L,칸,,NORMAL,2737,836995902032454782,,2026-04-28T16:02:53.701342Z
616,SUCCESS,,RC365S,칸,,NORMAL,2738,836995902137312953,,2026-04-28T16:02:53.726341900Z
617,SUCCESS,,K85L,칸,,NORMAL,2739,836995902242170900,,2026-04-28T16:02:53.749767600Z
618,SUCCESS,,MK1545-QR,칸,,NORMAL,2740,836995902338639046,,2026-04-28T16:02:53.773768500Z
619,SUCCESS,,DR107L,칸,,NORMAL,2741,836995902443495639,,2026-04-28T16:02:53.797768Z
620,SUCCESS,,DR107S,칸,,NORMAL,2742,836995902539965838,,2026-04-28T16:02:53.821833Z
621,SUCCESS,,DR106S,칸,,NORMAL,2743,836995902644825731,,2026-04-28T16:02:53.846767600Z
622,SUCCESS,,DR106L,칸,,NORMAL,2744,836995902745488402,,2026-04-28T16:02:53.871498400Z
623,SUCCESS,,KD121S,칸,,NORMAL,2745,836995902850343735,,2026-04-28T16:02:53.895498400Z
624,SUCCESS,,K118L,칸,,NORMAL,2746,836995902951009819,,2026-04-28T16:02:53.921050100Z
625,SUCCESS,,BSG17S,칸,,NORMAL,2747,836995903060058173,,2026-04-28T16:02:53.946050300Z
626,SUCCESS,,나사6R,칸,,NORMAL,2748,836995903164917403,,2026-04-28T16:02:53.971050300Z
627,SUCCESS,,나사6R,칸,,NORMAL,2749,836995903269775968,,2026-04-28T16:02:53.995052200Z
628,SUCCESS,,RC9121S,칸,,NORMAL,2750,836995903370439949,,2026-04-28T16:02:54.019050500Z
629,SUCCESS,,RC9121L,칸,,NORMAL,2751,836995903471100268,,2026-04-28T16:02:54.044051300Z
630,SUCCESS,,WR54L,칸,,NORMAL,2752,836995903575959690,,2026-04-28T16:02:54.069050600Z
631,SUCCESS,,WR54S,칸,,NORMAL,2753,836995903680817599,,2026-04-28T16:02:54.098052600Z
632,SUCCESS,,RC107L,칸,,NORMAL,2754,836995903802450003,,2026-04-28T16:02:54.125671700Z
633,SUCCESS,,RC107S,칸,,NORMAL,2755,836995903919891060,,2026-04-28T16:02:54.153156100Z
634,SUCCESS,,RC174L,칸,,NORMAL,2756,836995904033138793,,2026-04-28T16:02:54.178767400Z
635,SUCCESS,,RC174S,칸,,NORMAL,2757,836995904142190033,,2026-04-28T16:02:54.203984700Z
636,SUCCESS,,N9304L,칸,,NORMAL,2758,836995904247047102,,2026-04-28T16:02:54.233880700Z
637,SUCCESS,,N9304S,칸,,NORMAL,2759,836995904372877663,,2026-04-28T16:02:54.258735600Z
638,SUCCESS,,MK1505R,칸,,NORMAL,2760,836995904473541641,,2026-04-28T16:02:54.282734600Z
639,SUCCESS,,M20R-컷팅,칸,,NORMAL,2761,836995904574203118,,2026-04-28T16:02:54.307735500Z
640,SUCCESS,,R12,칸,,NORMAL,2762,836995904679060694,,2026-04-28T16:02:54.333735100Z
641,SUCCESS,,WR57S,칸,,NORMAL,2763,836995904788112552,,2026-04-28T16:02:54.358734800Z
642,SUCCESS,,WR57L,칸,,NORMAL,2764,836995904892970171,,2026-04-28T16:02:54.383734700Z
643,SUCCESS,,신404-1,칸,,NORMAL,2765,836995905002023911,,2026-04-28T16:02:54.409734300Z
644,SUCCESS,,M329L,칸,,NORMAL,2766,836995905106881523,,2026-04-28T16:02:54.434381Z
645,SUCCESS,,M329S,칸,,NORMAL,2767,836995905211738605,,2026-04-28T16:02:54.458380300Z
646,SUCCESS,,M329S,칸,,NORMAL,2768,836995905316596080,,2026-04-28T16:02:54.483380100Z
647,SUCCESS,,T7554R,칸,,NORMAL,2769,836995905417257629,,2026-04-28T16:02:54.508380100Z
648,SUCCESS,,KL25,칸,,NORMAL,2770,836995905522118032,,2026-04-28T16:02:54.534380Z
649,SUCCESS,,M1107S,칸,,NORMAL,2771,836995905631170503,,2026-04-28T16:02:54.559379900Z
650,SUCCESS,,LP2593N,칸,,NORMAL,2772,836995905736025530,,2026-04-28T16:02:54.584381100Z
651,SUCCESS,,라A2582B,칸,,NORMAL,2773,836995915953349976,,2026-04-28T16:02:57.027323800Z
652,SUCCESS,,FSGP581S,칸,,NORMAL,2774,836995916091764135,,2026-04-28T16:02:57.056322800Z
653,SUCCESS,,FSGP581L,칸,,NORMAL,2775,836995916209205143,,2026-04-28T16:02:57.084322900Z
654,SUCCESS,,GF561-RL,칸,,NORMAL,2776,836995916326642171,,2026-04-28T16:02:57.109322600Z
655,SUCCESS,,M11-1CM,칸,,NORMAL,2777,836995916431499454,,2026-04-28T16:02:57.135322500Z
656,SUCCESS,,MK1306B-주물,칸,,NORMAL,2778,836995916540552922,,2026-04-28T16:02:57.159322600Z
657,SUCCESS,,M11-1CM,칸,,NORMAL,2779,836995916641216196,,2026-04-28T16:02:57.183322600Z
658,SUCCESS,,LP2231,칸,,NORMAL,2780,836995916741881832,,2026-04-28T16:02:57.211328Z
659,SUCCESS,,DA472B,칸,,NORMAL,2781,836995916859322005,,2026-04-28T16:02:57.237836800Z
660,SUCCESS,,LP2500R,칸,,NORMAL,2782,836995916968372411,,2026-04-28T16:02:57.266836800Z
661,SUCCESS,,LP2500N,칸,,NORMAL,2783,836995917090006262,,2026-04-28T16:02:57.293836900Z
662,SUCCESS,,LP2500E변,칸,,NORMAL,2784,836995917203254932,,2026-04-28T16:02:57.318345Z
663,SUCCESS,,LP2503R,칸,,NORMAL,2785,836995917308111722,,2026-04-28T16:02:57.344344900Z
664,SUCCESS,,LP2501R,칸,,NORMAL,2786,836995917417162275,,2026-04-28T16:02:57.370345Z
665,SUCCESS,,나사5R,칸,,NORMAL,2787,836995917526213180,,2026-04-28T16:02:57.396344800Z
666,SUCCESS,,CK3319E원터치,칸,,NORMAL,2788,836995917635268334,,2026-04-28T16:02:57.424351700Z
667,SUCCESS,,DA502E,칸,,NORMAL,2789,836995917752705317,,2026-04-28T16:02:57.450351100Z
668,SUCCESS,,PM682P,칸,,NORMAL,2790,836995917861759901,,2026-04-28T16:02:57.477351200Z
669,SUCCESS,,T-5-함량X,칸,,NORMAL,2791,836995917975006928,,2026-04-28T16:02:57.503272200Z
670,SUCCESS,,LP2411N,칸,,NORMAL,2792,836995918084058317,,2026-04-28T16:02:57.530649200Z
671,SUCCESS,,라A2409E,칸,,NORMAL,2793,836995918197302912,,2026-04-28T16:02:57.557647400Z
672,SUCCESS,,LK9017L,칸,,NORMAL,2794,836995918310550368,,2026-04-28T16:02:57.583647400Z
673,SUCCESS,,DA472E,칸,,NORMAL,2795,836995918423794030,,2026-04-28T16:02:57.609535300Z
674,SUCCESS,,DA472R,칸,,NORMAL,2796,836995918528653442,,2026-04-28T16:02:57.636535100Z
675,SUCCESS,,A1752B,칸,,NORMAL,2797,836995918641901017,,2026-04-28T16:02:57.663535Z
676,SUCCESS,,A1752E,칸,,NORMAL,2798,836995918755146317,,2026-04-28T16:02:57.689535100Z
677,SUCCESS,,A1752P,칸,,NORMAL,2799,836995918864195859,,2026-04-28T16:02:57.716535200Z
678,SUCCESS,,A1752R,칸,,NORMAL,2800,836995918977443785,,2026-04-28T16:02:57.744535100Z
679,SUCCESS,,SK367,칸,,NORMAL,2801,836995919094883538,,2026-04-28T16:02:57.771644900Z
680,SUCCESS,,GL089R,칸,,NORMAL,2802,836995919212322928,,2026-04-28T16:02:57.799645900Z
681,SUCCESS,,JM204B,칸,,NORMAL,2803,836995919329764811,,2026-04-28T16:02:57.826650200Z
682,SUCCESS,,MK1504B,칸,,NORMAL,2804,836995919438818335,,2026-04-28T16:02:57.854332100Z
683,SUCCESS,,HY876N,칸,,NORMAL,2805,836995919556258276,,2026-04-28T16:02:57.881332300Z
684,SUCCESS,,CK3226N,칸,,NORMAL,2806,836995919673696256,,2026-04-28T16:02:57.909382400Z
685,SUCCESS,,CK3226E,칸,,NORMAL,2807,836995919786945502,,2026-04-28T16:02:57.937382400Z
686,SUCCESS,,CK3226R,칸,,NORMAL,2808,836995919904385763,,2026-04-28T16:02:57.963382600Z
687,SUCCESS,,CK3226B,칸,,NORMAL,2809,836995920017632448,,2026-04-28T16:02:57.990382400Z
688,SUCCESS,,JD1021BS-Q,칸,,NORMAL,2810,836995920126681718,,2026-04-28T16:02:58.017382500Z
689,SUCCESS,,ST14E,칸,,NORMAL,2811,836995920239930223,,2026-04-28T16:02:58.043382600Z
690,SUCCESS,,ST14N,칸,,NORMAL,2812,836995920353174301,,2026-04-28T16:02:58.070382500Z
691,SUCCESS,,HY876B,칸,,NORMAL,2813,836995920462229323,,2026-04-28T16:02:58.098382400Z
692,SUCCESS,,HY876E,칸,,NORMAL,2814,836995920579668393,,2026-04-28T16:02:58.127382400Z
693,SUCCESS,,HY876R,칸,,NORMAL,2815,836995920701301360,,2026-04-28T16:02:58.154382700Z
694,SUCCESS,,T7596B,칸,,NORMAL,2816,836995920818742337,,2026-04-28T16:02:58.184382400Z
695,SUCCESS,,T7596E,칸,,NORMAL,2817,836995920940379460,,2026-04-28T16:02:58.210382600Z
696,SUCCESS,,T7596N,칸,,NORMAL,2818,836995921049430360,,2026-04-28T16:02:58.239382500Z
697,SUCCESS,,T7596R,칸,,NORMAL,2819,836995921171064413,,2026-04-28T16:02:58.266382600Z
698,SUCCESS,,T7596R,칸,,NORMAL,2820,836995921284311310,,2026-04-28T16:02:58.294382400Z
699,SUCCESS,,T7642B,칸,,NORMAL,2821,836995921401749654,,2026-04-28T16:02:58.322382400Z
700,SUCCESS,,T7642E,칸,,NORMAL,2822,836995921519190759,,2026-04-28T16:02:58.350382400Z
701,SUCCESS,,T7642N,칸,,NORMAL,2823,836995928381071755,,2026-04-28T16:02:59.988217300Z
702,SUCCESS,,T7642R,칸,,NORMAL,2824,836995928506900656,,2026-04-28T16:03:00.020217200Z
703,SUCCESS,,K89S,칸,,NORMAL,2825,836995928641120214,,2026-04-28T16:03:00.048218900Z
704,SUCCESS,,K89L,칸,,NORMAL,2826,836995928758562386,,2026-04-28T16:03:00.077217300Z
705,SUCCESS,,KC112L,칸,,NORMAL,2827,836995928880194364,,2026-04-28T16:03:00.106215800Z
706,SUCCESS,,T7642E,칸,,NORMAL,2828,836995929006024002,,2026-04-28T16:03:00.140217200Z
707,SUCCESS,,CK3382R,칸,,NORMAL,2829,836995929144434744,,2026-04-28T16:03:00.170216200Z
708,SUCCESS,,FS796L,칸,,NORMAL,2830,836995929270264782,,2026-04-28T16:03:00.200216200Z
